parliamentarian_1,parliamentarian_2,proportion_agreement
"Longton, Andrés","Sáez, Jaime",1.1106719367588933
"Becker, Miguel Ángel","Molina, Helia",1.1106719367588933
"Pérez, Marlene","Sagardia, Clara",1.1106719367588933
"Sauerbaum, Frank","Sáez, Jaime",1.1106719367588933
"Leiva, Raúl","Sulantay, Marco Antonio",1.1106719367588933
"Urruticoechea, Cristóbal","Videla, Sebastián",1.1106719367588933
"Benavente, Gustavo","Rosas, Patricio",1.1119894598155469
"Arroyo, Roberto","Sáez, Jaime",1.1119894598155469
"Hirsch, Tomás","Ramírez, Guillermo",1.1119894598155469
"Naranjo, Jaime","Teao, Hotuiti",1.1119894598155469
"Mellado, Miguel","Sagardia, Clara",1.1119894598155469
"Longton, Andrés","Yeomans, Gael",1.1119894598155469
"Arroyo, Roberto","Giordano, Andrés",1.1119894598155469
"Labra, Paula","Rosas, Patricio",1.1119894598155469
"Bernales, Alejandro","Romero, Agustín",1.1119894598155469
"Bravo, Marta","Pérez, Catalina",1.1119894598155469
"Bello, María Francisca","Labbé, Cristian",1.1119894598155469
"Bravo, Marta","Mix, Claudia",1.1119894598155469
"Kaiser, Johannes","Soto, Leonardo",1.1119894598155469
"Barchiesi, Chiara","Malla, Luis",1.1119894598155469
"Bórquez, Fernando","Pérez, Catalina",1.1119894598155469
"Mix, Claudia","Ossandón, Ximena",1.1119894598155469
"Bravo, Ana María","Labra, Paula",1.1119894598155469
"Bórquez, Fernando","Tello, Carolina",1.1119894598155469
"González, Mauro","Ramírez, Matías",1.1119894598155469
"Bello, María Francisca","Carter, Álvaro",1.1119894598155469
"Becker, Miguel Ángel","Melo, Daniel",1.1133069828722002
"González, Mauro","Placencia, Alejandra",1.1133069828722002
"Giordano, Andrés","Rathgeb, Jorge",1.1133069828722002
"González, Félix","Mellado, Miguel",1.1133069828722002
"Alinco, René","Trisotti, Renzo",1.1133069828722002
"Ilabaca, Marcos","Schubert, Stephan",1.1133069828722002
"Labra, Paula","Malla, Luis",1.1133069828722002
"Giordano, Andrés","Morales, Carla",1.1133069828722002
"Carter, Álvaro","Ñanco, Ericka",1.1133069828722002
"Celis, Andrés","Musante, Camila",1.1133069828722002
"Morales, Carla","Ñanco, Ericka",1.1133069828722002
"Cordero, María Luisa","Ulloa, Héctor",1.1133069828722002
"Pérez, Marlene","Serrano, Daniela",1.1133069828722002
"Hertz, Carmen","Romero, Natalia",1.1133069828722002
"Rosas, Patricio","Sauerbaum, Frank",1.1133069828722002
"Lavín, Joaquín","Veloso, Consuelo",1.1133069828722002
"Hirsch, Tomás","Trisotti, Renzo",1.1133069828722002
"Carter, Álvaro","Pérez, Catalina",1.1133069828722002
"Concha, Sara","Romero, Leonidas",1.1133069828722002
"Rosas, Patricio","Von Mühlenbrock, Gastón",1.1133069828722002
"Lilayu, Daniel","Soto, Leonardo",1.1133069828722002
"Pérez, Catalina","Rey, Hugo",1.1133069828722002
"Matheson, Christian","Venegas, Nelson",1.1146245059288538
"Bravo, Ana María","Cornejo, Eduardo",1.1146245059288538
"Bugueño, Félix","Teao, Hotuiti",1.1146245059288538
"Ilabaca, Marcos","Ramírez, Guillermo",1.1146245059288538
"Arroyo, Roberto","Rojas, Camila",1.1146245059288538
"Sánchez, Luis","Tapia, Cristián",1.1146245059288538
"Arce, Mónica","Cornejo, Eduardo",1.1146245059288538
"Matheson, Christian","Molina, Helia",1.1146245059288538
"González, Mauro","Mix, Claudia",1.1146245059288538
"De la Carrera, Gonzalo","Melo, Daniel",1.1146245059288538
"Araya, Cristián","Santana, Juan",1.1146245059288538
"Alinco, René","Cornejo, Eduardo",1.1146245059288538
"Ojeda, Mauricio","Ulloa, Héctor",1.1146245059288538
"Arroyo, Roberto","Mirosevic, Vlado",1.1146245059288538
"Cifuentes, Ricardo","De la Carrera, Gonzalo",1.1146245059288538
"Coloma, Juan Antonio","Santana, Juan",1.1146245059288538
"Musante, Camila","Romero, Leonidas",1.1146245059288538
"Flores, Camila","Mellado, Cosme",1.1146245059288538
"Palma, Hernán","Von Mühlenbrock, Gastón",1.1146245059288538
"Bravo, Ana María","Concha, Sara",1.1146245059288538
"Alinco, René","Bobadilla, Sergio",1.1146245059288538
"Mirosevic, Vlado","Ossandón, Ximena",1.1146245059288538
"Berger, Bernardo","Sáez, Jaime",1.1159420289855073
"Concha, Sara","De Rementería, Tomás",1.1159420289855073
"Palma, Hernán","Pérez, Marlene",1.1159420289855073
"Alessandri, Jorge","Naranjo, Jaime",1.1159420289855073
"Mellado, Cosme","Naveillan, Gloria",1.1159420289855073
"Raphael, Marcia","Venegas, Nelson",1.1159420289855073
"Carter, Álvaro","Mirosevic, Vlado",1.1159420289855073
"Del Real, Catalina","Sáez, Jaime",1.1159420289855073
"Del Real, Catalina","Rojas, Camila",1.1159420289855073
"Santana, Juan","Weisse, Flor",1.1159420289855073
"Bravo, Ana María","Donoso, Felipe",1.1159420289855073
"Del Real, Catalina","Veloso, Consuelo",1.1159420289855073
"González, Marta","Irarrázaval, Juan",1.1159420289855073
"Malla, Luis","Naveillan, Gloria",1.1159420289855073
"Barchiesi, Chiara","Tapia, Cristián",1.1159420289855073
"Flores, Camila","Ulloa, Héctor",1.1159420289855073
"Santibáñez, Marisela","Sánchez, Luis",1.1159420289855073
"Bobadilla, Sergio","Cicardini, Daniella",1.1159420289855073
"Fuenzalida, Juan","Rojas, Camila",1.1172595520421607
"Bello, María Francisca","Rey, Hugo",1.1172595520421607
"Melo, Daniel","Undurraga, Francisco",1.1172595520421607
"Bórquez, Fernando","Ñanco, Ericka",1.1172595520421607
"Palma, Hernán","Sauerbaum, Frank",1.1172595520421607
"Sauerbaum, Frank","Yeomans, Gael",1.1172595520421607
"Acevedo, María Candelaria","González, Mauro",1.1172595520421607
"Manouchehri, Daniel","Moreno, Benjamín",1.1172595520421607
"Benavente, Gustavo","Mirosevic, Vlado",1.1172595520421607
"Carter, Álvaro","Nuyado, Emilia",1.1172595520421607
"Becker, Miguel Ángel","Palma, Hernán",1.1172595520421607
"Concha, Sara","Rosas, Patricio",1.1172595520421607
"Bello, María Francisca","Beltrán, Juan Carlos",1.1172595520421607
"Durán, Eduardo","Ramírez, Matías",1.1172595520421607
"Ossandón, Ximena","Sáez, Jaime",1.1172595520421607
"González, Mauro","Sáez, Jaime",1.1172595520421607
"Cariola, Karol","Rey, Hugo",1.1172595520421607
"Bugueño, Félix","Moreira, Cristhian",1.1172595520421607
"Bugueño, Félix","Pérez, Marlene",1.1172595520421607
"Bravo, Marta","Naranjo, Jaime",1.1172595520421607
"Araya, Cristián","Hirsch, Tomás",1.1172595520421607
"Arroyo, Roberto","Ramírez, Matías",1.1172595520421607
"Durán, Jorge","Veloso, Consuelo",1.1172595520421607
"Jürgensen, Harry","Mirosevic, Vlado",1.1185770750988142
"Flores, Camila","Veloso, Consuelo",1.1185770750988142
"Leiva, Raúl","Teao, Hotuiti",1.1185770750988142
"De Rementería, Tomás","Moreira, Cristhian",1.1185770750988142
"Von Mühlenbrock, Gastón","Ñanco, Ericka",1.1185770750988142
"Barrera, Boris","Rathgeb, Jorge",1.1185770750988142
"Rey, Hugo","Rojas, Camila",1.1185770750988142
"Arroyo, Roberto","Bello, María Francisca",1.1185770750988142
"Romero, Agustín","Santibáñez, Marisela",1.1185770750988142
"Rathgeb, Jorge","Winter, Gonzalo",1.1185770750988142
"Rey, Hugo","Rosas, Patricio",1.1185770750988142
"Astudillo, Danisa","Kaiser, Johannes",1.1185770750988142
"Celis, Andrés","Santana, Juan",1.1185770750988142
"Romero, Leonidas","Serrano, Daniela",1.1185770750988142
"Raphael, Marcia","Rosas, Patricio",1.1185770750988142
"Rey, Hugo","Tello, Carolina",1.1185770750988142
"Acevedo, María Candelaria","Morales, Carla",1.1185770750988142
"Ilabaca, Marcos","Urruticoechea, Cristóbal",1.1185770750988142
"Labra, Paula","Santibáñez, Marisela",1.1185770750988142
"Bianchi, Carlos","Romero, Agustín",1.1185770750988142
"Celis, Andrés","Ilabaca, Marcos",1.1185770750988142
"Bulnes, Mercedes","Concha, Sara",1.1185770750988142
"Mellado, Cosme","Meza, José Carlos",1.1185770750988142
"Ossandón, Ximena","Placencia, Alejandra",1.1185770750988142
"Moreno, Benjamín","Schneider, Emilia",1.1185770750988142
"Schubert, Stephan","Videla, Sebastián",1.1185770750988142
"Fuenzalida, Juan","Mix, Claudia",1.1198945981554678
"Cornejo, Eduardo","Santana, Juan",1.1198945981554678
"Bravo, Ana María","Matheson, Christian",1.1198945981554678
"Donoso, Felipe","Soto, Leonardo",1.1198945981554678
"Molina, Helia","Moreira, Cristhian",1.1198945981554678
"Brito, Jorge","Naveillan, Gloria",1.1198945981554678
"González, Félix","Labra, Paula",1.1198945981554678
"Benavente, Gustavo","Venegas, Nelson",1.1198945981554678
"Bravo, Ana María","Moreno, Benjamín",1.1198945981554678
"Hertz, Carmen","Jürgensen, Harry",1.1198945981554678
"Longton, Andrés","Palma, Hernán",1.1198945981554678
"Araya, Cristián","Molina, Helia",1.1198945981554678
"Castro, José Miguel","Santibáñez, Marisela",1.1198945981554678
"Soto, Leonardo","Von Mühlenbrock, Gastón",1.1198945981554678
"Concha, Sara","Mulet, Jaime",1.1198945981554678
"Leiva, Raúl","Trisotti, Renzo",1.1198945981554678
"Arce, Mónica","Durán, Jorge",1.1198945981554678
"Arce, Mónica","Moreira, Cristhian",1.1198945981554678
"Cornejo, Eduardo","Delgado, Viviana",1.1198945981554678
"Ilabaca, Marcos","Moreno, Benjamín",1.1198945981554678
"Schneider, Emilia","Trisotti, Renzo",1.1198945981554678
"Becker, Miguel Ángel","Bello, María Francisca",1.1198945981554678
"Longton, Andrés","Placencia, Alejandra",1.1198945981554678
"Alinco, René","Sulantay, Marco Antonio",1.1198945981554678
"Castillo, Nathalie","Romero, Natalia",1.1198945981554678
"Astudillo, Danisa","Meza, José Carlos",1.1198945981554678
"Martínez, Cristóbal","Venegas, Nelson",1.121212121212121
"Morales, Carla","Tello, Carolina",1.121212121212121
"Jürgensen, Harry","Naranjo, Jaime",1.121212121212121
"Venegas, Nelson","Weisse, Flor",1.121212121212121
"Cornejo, Eduardo","González, Marta",1.121212121212121
"Cordero, María Luisa","Giordano, Andrés",1.121212121212121
"Cicardini, Daniella","De la Carrera, Gonzalo",1.121212121212121
"Donoso, Felipe","Santana, Juan",1.121212121212121
"Barchiesi, Chiara","Ilabaca, Marcos",1.121212121212121
"Cicardini, Daniella","Labra, Paula",1.121212121212121
"Hirsch, Tomás","Schalper, Diego",1.121212121212121
"Malla, Luis","Ramírez, Guillermo",1.121212121212121
"Morales, Carla","Rojas, Camila",1.121212121212121
"Meza, José Carlos","Orsini, Maite",1.121212121212121
"Benavente, Gustavo","González, Marta",1.121212121212121
"Concha, Sara","Orsini, Maite",1.121212121212121
"Bello, María Francisca","Pérez, Marlene",1.121212121212121
"Leiva, Raúl","Romero, Agustín",1.121212121212121
"Bórquez, Fernando","Yeomans, Gael",1.121212121212121
"Bobadilla, Sergio","De Rementería, Tomás",1.121212121212121
"Melo, Daniel","Morales, Carla",1.121212121212121
"Soto, Leonardo","Sulantay, Marco Antonio",1.121212121212121
"Molina, Helia","Ossandón, Ximena",1.1225296442687747
"Brito, Jorge","Ossandón, Ximena",1.1225296442687747
"De la Carrera, Gonzalo","Manouchehri, Daniel",1.1225296442687747
"Castillo, Nathalie","Durán, Eduardo",1.1225296442687747
"Castillo, Nathalie","Lee, Enrique",1.1225296442687747
"Rey, Hugo","Schneider, Emilia",1.1225296442687747
"Bugueño, Félix","Irarrázaval, Juan",1.1225296442687747
"Malla, Luis","Urruticoechea, Cristóbal",1.1225296442687747
"Ilabaca, Marcos","Sánchez, Luis",1.1225296442687747
"Santibáñez, Marisela","Von Mühlenbrock, Gastón",1.1225296442687747
"Mirosevic, Vlado","Ramírez, Guillermo",1.1225296442687747
"Durán, Jorge","Winter, Gonzalo",1.1225296442687747
"Bulnes, Mercedes","Donoso, Felipe",1.1225296442687747
"Cornejo, Eduardo","Molina, Helia",1.1225296442687747
"Barchiesi, Chiara","Bianchi, Carlos",1.1225296442687747
"Matheson, Christian","Naranjo, Jaime",1.1225296442687747
"Bugueño, Félix","Sulantay, Marco Antonio",1.1225296442687747
"Cicardini, Daniella","Donoso, Felipe",1.1225296442687747
"Berger, Bernardo","Schneider, Emilia",1.1225296442687747
"Ilabaca, Marcos","Romero, Agustín",1.1225296442687747
"Raphael, Marcia","Schneider, Emilia",1.1225296442687747
"Fuenzalida, Juan","Melo, Daniel",1.1225296442687747
"Pérez, Marlene","Ñanco, Ericka",1.1225296442687747
"Alinco, René","Teao, Hotuiti",1.1225296442687747
"Labbé, Cristian","Mirosevic, Vlado",1.1238471673254282
"Benavente, Gustavo","Bulnes, Mercedes",1.1238471673254282
"Hirsch, Tomás","Von Mühlenbrock, Gastón",1.1238471673254282
"Bulnes, Mercedes","Meza, José Carlos",1.1238471673254282
"Mellado, Miguel","Santana, Juan",1.1238471673254282
"Longton, Andrés","Riquelme, Marcela",1.1238471673254282
"Sauerbaum, Frank","Venegas, Nelson",1.1238471673254282
"Alinco, René","Berger, Bernardo",1.1238471673254282
"Beltrán, Juan Carlos","Hirsch, Tomás",1.1238471673254282
"Bianchi, Carlos","Fuenzalida, Juan",1.1238471673254282
"Longton, Andrés","Rosas, Patricio",1.1238471673254282
"Arroyo, Roberto","Schneider, Emilia",1.1238471673254282
"Bianchi, Carlos","Naveillan, Gloria",1.1238471673254282
"Arce, Mónica","Weisse, Flor",1.1238471673254282
"Brito, Jorge","Castro, José Miguel",1.1238471673254282
"Hirsch, Tomás","Muñoz, Francesca",1.1238471673254282
"Brito, Jorge","Carter, Álvaro",1.1238471673254282
"Becker, Miguel Ángel","Venegas, Nelson",1.1238471673254282
"Barría, Héctor","Romero, Leonidas",1.1238471673254282
"Cordero, María Luisa","Tello, Carolina",1.1238471673254282
"Bugueño, Félix","Von Mühlenbrock, Gastón",1.1238471673254282
"Bulnes, Mercedes","Sánchez, Luis",1.1238471673254282
"Molina, Helia","Muñoz, Francesca",1.1238471673254282
"Barrera, Boris","Cordero, María Luisa",1.1238471673254282
"Leal, Henry","Ramírez, Matías",1.1238471673254282
"Castro, José Miguel","Melo, Daniel",1.1238471673254282
"Berger, Bernardo","Rosas, Patricio",1.1238471673254282
"Acevedo, María Candelaria","Leal, Henry",1.1238471673254282
"Labra, Paula","Manouchehri, Daniel",1.1251646903820818
"Gazmuri, Ana María","Romero, Natalia",1.1251646903820818
"Cid, Sofía","Malla, Luis",1.1251646903820818
"Meza, José Carlos","Videla, Sebastián",1.1251646903820818
"Bernales, Alejandro","Naveillan, Gloria",1.1251646903820818
"Fries, Lorena","Fuenzalida, Juan",1.1251646903820818
"Melo, Daniel","Pérez, Marlene",1.1251646903820818
"Naveillan, Gloria","Videla, Sebastián",1.1251646903820818
"Bianchi, Carlos","Jürgensen, Harry",1.1251646903820818
"Arroyo, Roberto","Riquelme, Marcela",1.1251646903820818
"De la Carrera, Gonzalo","Ibáñez, Diego",1.1251646903820818
"Martínez, Cristóbal","Santibáñez, Marisela",1.1251646903820818
"Barchiesi, Chiara","Bulnes, Mercedes",1.1251646903820818
"Labbé, Cristian","Malla, Luis",1.1251646903820818
"Fuenzalida, Juan","Riquelme, Marcela",1.1251646903820818
"Cariola, Karol","Del Real, Catalina",1.1251646903820818
"Sauerbaum, Frank","Schneider, Emilia",1.1251646903820818
"Bernales, Alejandro","Sánchez, Luis",1.1251646903820818
"Pérez, Catalina","Pérez, Marlene",1.1251646903820818
"De la Carrera, Gonzalo","Mix, Claudia",1.1251646903820818
"Bravo, Ana María","Teao, Hotuiti",1.1251646903820818
"Cicardini, Daniella","Urruticoechea, Cristóbal",1.1251646903820818
"Alessandri, Jorge","Malla, Luis",1.1251646903820818
"Cariola, Karol","Carter, Álvaro",1.1251646903820818
"Lee, Enrique","Ramírez, Matías",1.1251646903820818
"Del Real, Catalina","Ñanco, Ericka",1.1264822134387351
"Labbé, Cristian","Manouchehri, Daniel",1.1264822134387351
"Santana, Juan","Schalper, Diego",1.1264822134387351
"Mulet, Jaime","Weisse, Flor",1.1264822134387351
"Beltrán, Juan Carlos","Brito, Jorge",1.1264822134387351
"Flores, Camila","Tapia, Cristián",1.1264822134387351
"Cordero, María Luisa","Rosas, Patricio",1.1264822134387351
"Concha, Sara","Nuyado, Emilia",1.1264822134387351
"Mellado, Miguel","Venegas, Nelson",1.1264822134387351
"Ilabaca, Marcos","Schalper, Diego",1.1264822134387351
"Cordero, María Luisa","Naranjo, Jaime",1.1264822134387351
"Schubert, Stephan","Venegas, Nelson",1.1264822134387351
"Bravo, Ana María","Urruticoechea, Cristóbal",1.1264822134387351
"Bugueño, Félix","Del Real, Catalina",1.1264822134387351
"Arce, Mónica","Labbé, Cristian",1.1264822134387351
"Bórquez, Fernando","Placencia, Alejandra",1.1264822134387351
"Beltrán, Juan Carlos","Sáez, Jaime",1.1264822134387351
"Ilabaca, Marcos","Labbé, Cristian",1.1264822134387351
"Mix, Claudia","Morales, Carla",1.1264822134387351
"Pino, Víctor Alejandro","Sagardia, Clara",1.1264822134387351
"Celis, Andrés","Delgado, Viviana",1.1264822134387351
"Castro, José Miguel","Ñanco, Ericka",1.1264822134387351
"Bravo, Ana María","Carter, Álvaro",1.1264822134387351
"Naranjo, Jaime","Von Mühlenbrock, Gastón",1.1264822134387351
"Hirsch, Tomás","Raphael, Marcia",1.1264822134387351
"Leiva, Raúl","Meza, José Carlos",1.1264822134387351
"Becker, Miguel Ángel","Sáez, Jaime",1.1264822134387351
"Barchiesi, Chiara","Bernales, Alejandro",1.1264822134387351
"Castro, José Miguel","Schneider, Emilia",1.1277997364953887
"Arroyo, Roberto","Venegas, Nelson",1.1277997364953887
"Gazmuri, Ana María","Romero, Leonidas",1.1277997364953887
"De Rementería, Tomás","Weisse, Flor",1.1277997364953887
"Araya, Cristián","Ilabaca, Marcos",1.1277997364953887
"González, Mauro","Pérez, Catalina",1.1277997364953887
"Lavín, Joaquín","Yeomans, Gael",1.1277997364953887
"Pérez, Marlene","Rosas, Patricio",1.1277997364953887
"Hirsch, Tomás","Moreno, Benjamín",1.1277997364953887
"Castillo, Nathalie","Pino, Víctor Alejandro",1.1277997364953887
"Cornejo, Eduardo","Mulet, Jaime",1.1277997364953887
"Kaiser, Johannes","Orsini, Maite",1.1277997364953887
"Bravo, Ana María","Durán, Jorge",1.1277997364953887
"Rathgeb, Jorge","Santibáñez, Marisela",1.1277997364953887
"Placencia, Alejandra","Sauerbaum, Frank",1.1277997364953887
"Hirsch, Tomás","Rey, Hugo",1.1291172595520422
"Mirosevic, Vlado","Rathgeb, Jorge",1.1291172595520422
"Berger, Bernardo","Riquelme, Marcela",1.1291172595520422
"Cuello, Luis Alberto","Rathgeb, Jorge",1.1291172595520422
"Arroyo, Roberto","Sagardia, Clara",1.1291172595520422
"Flores, Camila","Rosas, Patricio",1.1291172595520422
"Cornejo, Eduardo","Malla, Luis",1.1291172595520422
"De Rementería, Tomás","Ojeda, Mauricio",1.1291172595520422
"Ibáñez, Diego","Lavín, Joaquín",1.1291172595520422
"Barría, Héctor","De la Carrera, Gonzalo",1.1291172595520422
"Beltrán, Juan Carlos","Molina, Helia",1.1291172595520422
"Coloma, Juan Antonio","González, Marta",1.1291172595520422
"Morales, Javiera","Ossandón, Ximena",1.1291172595520422
"Bulnes, Mercedes","Sulantay, Marco Antonio",1.1291172595520422
"Brito, Jorge","Urruticoechea, Cristóbal",1.1291172595520422
"Brito, Jorge","Rey, Hugo",1.1291172595520422
"Morales, Carla","Rosas, Patricio",1.1291172595520422
"Alinco, René","Celis, Andrés",1.1291172595520422
"Molina, Helia","Sauerbaum, Frank",1.1291172595520422
"Nuyado, Emilia","Sulantay, Marco Antonio",1.1291172595520422
"Romero, Leonidas","Schneider, Emilia",1.1291172595520422
"Cornejo, Eduardo","De Rementería, Tomás",1.1291172595520422
"Mirosevic, Vlado","Weisse, Flor",1.1291172595520422
"Cordero, María Luisa","Rojas, Camila",1.1291172595520422
"Leiva, Raúl","Matheson, Christian",1.1291172595520422
"Morales, Carla","Sáez, Jaime",1.1291172595520422
"Berger, Bernardo","Placencia, Alejandra",1.1304347826086956
"Castro, José Miguel","Cicardini, Daniella",1.1304347826086956
"Muñoz, Francesca","Placencia, Alejandra",1.1304347826086956
"Fuenzalida, Juan","Gazmuri, Ana María",1.1304347826086956
"Alinco, René","Moreno, Benjamín",1.1304347826086956
"Bugueño, Félix","Labra, Paula",1.1304347826086956
"Alessandri, Jorge","González, Marta",1.1304347826086956
"Mix, Claudia","Undurraga, Francisco",1.1304347826086956
"Barría, Héctor","Kaiser, Johannes",1.1304347826086956
"Rathgeb, Jorge","Serrano, Daniela",1.1304347826086956
"Bórquez, Fernando","Ibáñez, Diego",1.1304347826086956
"Araya, Cristián","Bernales, Alejandro",1.1304347826086956
"Brito, Jorge","Undurraga, Francisco",1.1304347826086956
"Flores, Camila","Undurraga, Alberto",1.1304347826086956
"Barchiesi, Chiara","Santibáñez, Marisela",1.1304347826086956
"Arroyo, Roberto","Placencia, Alejandra",1.1317523056653491
"Brito, Jorge","Von Mühlenbrock, Gastón",1.1317523056653491
"Bello, María Francisca","Bórquez, Fernando",1.1317523056653491
"Bianchi, Carlos","Sánchez, Luis",1.1317523056653491
"Pino, Víctor Alejandro","Serrano, Daniela",1.1317523056653491
"Bulnes, Mercedes","Moreira, Cristhian",1.1317523056653491
"Araya, Jaime","De la Carrera, Gonzalo",1.1317523056653491
"Soto, Leonardo","Sánchez, Luis",1.1317523056653491
"Romero, Agustín","Soto, Leonardo",1.1317523056653491
"Bobadilla, Sergio","Santibáñez, Marisela",1.1317523056653491
"Alessandri, Jorge","Arce, Mónica",1.1317523056653491
"González, Mauro","Yeomans, Gael",1.1317523056653491
"González, Félix","Trisotti, Renzo",1.1317523056653491
"Hirsch, Tomás","Longton, Andrés",1.1317523056653491
"Orsini, Maite","Oyarzo, Rubén Darío",1.1317523056653491
"Cifuentes, Ricardo","Schalper, Diego",1.1317523056653491
"Cariola, Karol","Pérez, Marlene",1.1317523056653491
"Arce, Mónica","Cordero, María Luisa",1.1317523056653491
"Castro, José Miguel","González, Félix",1.1317523056653491
"Longton, Andrés","Pérez, Catalina",1.1317523056653491
"Rosas, Patricio","Urruticoechea, Cristóbal",1.1317523056653491
"Ojeda, Mauricio","Sepúlveda, Alexis",1.1317523056653491
"González, Félix","Pérez, Marlene",1.1330698287220027
"Araya, Cristián","Venegas, Nelson",1.1330698287220027
"Astudillo, Danisa","Ramírez, Guillermo",1.1330698287220027
"Astudillo, Danisa","Naveillan, Gloria",1.1330698287220027
"Fuenzalida, Juan","Pérez, Catalina",1.1330698287220027
"Lavín, Joaquín","Morales, Javiera",1.1330698287220027
"Bianchi, Carlos","Schubert, Stephan",1.1330698287220027
"Ossandón, Ximena","Rosas, Patricio",1.1330698287220027
"Bórquez, Fernando","Gazmuri, Ana María",1.1330698287220027
"Carter, Álvaro","Cicardini, Daniella",1.1330698287220027
"Del Real, Catalina","González, Marta",1.1330698287220027
"Martínez, Cristóbal","Orsini, Maite",1.1330698287220027
"Carter, Álvaro","Schneider, Emilia",1.1330698287220027
"Araya, Cristián","Musante, Camila",1.1330698287220027
"Barrera, Boris","Pino, Víctor Alejandro",1.1330698287220027
"Naveillan, Gloria","Santana, Juan",1.1330698287220027
"Becker, Miguel Ángel","Placencia, Alejandra",1.1330698287220027
"Brito, Jorge","De la Carrera, Gonzalo",1.1330698287220027
"Bórquez, Fernando","Mirosevic, Vlado",1.1330698287220027
"Molina, Helia","Teao, Hotuiti",1.1330698287220027
"Bobadilla, Sergio","Musante, Camila",1.1330698287220027
"Astudillo, Danisa","Benavente, Gustavo",1.1330698287220027
"Castro, José Miguel","Fries, Lorena",1.134387351778656
"Barchiesi, Chiara","Musante, Camila",1.134387351778656
"Hertz, Carmen","Moreno, Benjamín",1.134387351778656
"De Rementería, Tomás","Romero, Agustín",1.134387351778656
"Kaiser, Johannes","Ulloa, Héctor",1.134387351778656
"Celis, Andrés","Veloso, Consuelo",1.134387351778656
"Leal, Henry","Melo, Daniel",1.134387351778656
"Morales, Carla","Riquelme, Marcela",1.134387351778656
"Molina, Helia","Schalper, Diego",1.134387351778656
"Alessandri, Jorge","Rosas, Patricio",1.134387351778656
"Rojas, Camila","Sauerbaum, Frank",1.134387351778656
"Carter, Álvaro","Santana, Juan",1.134387351778656
"Lavín, Joaquín","Tello, Carolina",1.134387351778656
"Araya, Cristián","Bianchi, Carlos",1.134387351778656
"Carter, Álvaro","Rosas, Patricio",1.134387351778656
"Cid, Sofía","Venegas, Nelson",1.134387351778656
"Alessandri, Jorge","Bernales, Alejandro",1.134387351778656
"González, Marta","Lilayu, Daniel",1.134387351778656
"Alinco, René","Raphael, Marcia",1.134387351778656
"Lavín, Joaquín","Naranjo, Jaime",1.134387351778656
"Bravo, Marta","Sagardia, Clara",1.134387351778656
"Araya, Cristián","Orsini, Maite",1.134387351778656
"Rey, Hugo","Venegas, Nelson",1.134387351778656
"Delgado, Viviana","Schalper, Diego",1.134387351778656
"Muñoz, Francesca","Rosas, Patricio",1.134387351778656
"Giordano, Andrés","Undurraga, Francisco",1.1357048748353096
"Leiva, Raúl","Martínez, Cristóbal",1.1357048748353096
"Durán, Eduardo","Giordano, Andrés",1.1357048748353096
"Irarrázaval, Juan","Veloso, Consuelo",1.1357048748353096
"Concha, Sara","Melo, Daniel",1.1357048748353096
"Pino, Víctor Alejandro","Sáez, Jaime",1.1357048748353096
"Moreira, Cristhian","Santana, Juan",1.1357048748353096
"Leiva, Raúl","Schubert, Stephan",1.1357048748353096
"Santana, Juan","Sulantay, Marco Antonio",1.1357048748353096
"Leal, Henry","Serrano, Daniela",1.1357048748353096
"Santibáñez, Marisela","Trisotti, Renzo",1.1357048748353096
"Melo, Daniel","Ramírez, Guillermo",1.1357048748353096
"Araya, Cristián","Mirosevic, Vlado",1.1357048748353096
"Berger, Bernardo","Palma, Hernán",1.1357048748353096
"Morales, Carla","Orsini, Maite",1.1357048748353096
"Cordero, María Luisa","Yeomans, Gael",1.1357048748353096
"Acevedo, María Candelaria","Undurraga, Francisco",1.1357048748353096
"De la Carrera, Gonzalo","Gazmuri, Ana María",1.1357048748353096
"Durán, Jorge","Gazmuri, Ana María",1.1357048748353096
"Barchiesi, Chiara","Leiva, Raúl",1.1357048748353096
"Romero, Leonidas","Ñanco, Ericka",1.1357048748353096
"Bravo, Marta","Bugueño, Félix",1.1357048748353096
"Martínez, Cristóbal","Soto, Leonardo",1.1357048748353096
"Hirsch, Tomás","Meza, José Carlos",1.1357048748353096
"Arroyo, Roberto","Cuello, Luis Alberto",1.1357048748353096
"Flores, Camila","Olivera, Erika",1.1357048748353096
"Astudillo, Danisa","Lilayu, Daniel",1.1357048748353096
"Ibáñez, Diego","Pino, Víctor Alejandro",1.1357048748353096
"Longton, Andrés","Ñanco, Ericka",1.1370223978919631
"Giordano, Andrés","Leal, Henry",1.1370223978919631
"Bernales, Alejandro","Flores, Camila",1.1370223978919631
"Durán, Jorge","Palma, Hernán",1.1370223978919631
"Labra, Paula","Orsini, Maite",1.1370223978919631
"Martínez, Cristóbal","Santana, Juan",1.1370223978919631
"Labbé, Cristian","Santana, Juan",1.1370223978919631
"Barrera, Boris","Morales, Carla",1.1370223978919631
"Beltrán, Juan Carlos","Rosas, Patricio",1.1370223978919631
"Alessandri, Jorge","Venegas, Nelson",1.1370223978919631
"Leal, Henry","Riquelme, Marcela",1.1370223978919631
"Mellado, Cosme","Romero, Agustín",1.1370223978919631
"Muñoz, Francesca","Rojas, Camila",1.1370223978919631
"Malla, Luis","Matheson, Christian",1.1370223978919631
