parliamentarian_1,parliamentarian_2,proportion_agreement
"Placencia, Alejandra","Pérez, Joanna",1.5757575757575757
"Calisto, Miguel Ángel","Camaño, Felipe",1.5757575757575757
"Barría, Héctor","Saffirio, Jorge",1.5757575757575757
"Jürgensen, Harry","Schalper, Diego",1.5770750988142292
"Lee, Enrique","Marzán, Carolina",1.5770750988142292
"Olivera, Erika","Ossandón, Ximena",1.5770750988142292
"Bravo, Marta","De la Carrera, Gonzalo",1.5770750988142292
"Acevedo, María Candelaria","Mulet, Jaime",1.5770750988142292
"Carter, Álvaro","Morales, Carla",1.5770750988142292
"Pérez, Joanna","Santana, Juan",1.5770750988142292
"Arroyo, Roberto","Moreira, Cristhian",1.5770750988142292
"Berger, Bernardo","Durán, Jorge",1.5783926218708828
"Orsini, Maite","Riquelme, Marcela",1.5783926218708828
"Bernales, Alejandro","Olivera, Erika",1.5783926218708828
"Arroyo, Roberto","Kaiser, Johannes",1.5783926218708828
"Flores, Camila","Ramírez, Guillermo",1.5783926218708828
"Camaño, Felipe","González, Mauro",1.5783926218708828
"Camaño, Felipe","Cicardini, Daniella",1.5783926218708828
"Astudillo, Danisa","Orsini, Maite",1.5783926218708828
"Cordero, María Luisa","Guzmán, Jorge",1.5783926218708828
"Pizarro, Lorena","Soto, Raúl",1.5783926218708828
"Alinco, René","Serrano, Daniela",1.5783926218708828
"Marzán, Carolina","Mirosevic, Vlado",1.5783926218708828
"Ossandón, Ximena","Pérez, Joanna",1.5783926218708828
"Camaño, Felipe","Palma, Hernán",1.5783926218708828
"Orsini, Maite","Tapia, Cristián",1.5783926218708828
"Barría, Héctor","Cuello, Luis Alberto",1.5783926218708828
"Ahumada, Yovana","Naveillan, Gloria",1.5783926218708828
"Calisto, Miguel Ángel","Oyarzo, Rubén Darío",1.5797101449275361
"Fuenzalida, Juan","Ojeda, Mauricio",1.5797101449275361
"De la Carrera, Gonzalo","Pino, Víctor Alejandro",1.5797101449275361
"Ilabaca, Marcos","Mulet, Jaime",1.5797101449275361
"Lavín, Joaquín","Raphael, Marcia",1.5797101449275361
"Alinco, René","Ulloa, Héctor",1.5797101449275361
"Aedo, Eric","Melo, Daniel",1.5797101449275361
"Mellado, Cosme","Orsini, Maite",1.5797101449275361
"Orsini, Maite","Serrano, Daniela",1.5797101449275361
"Alinco, René","Castillo, Nathalie",1.5797101449275361
"Leal, Henry","Schalper, Diego",1.5797101449275361
"Labra, Paula","Pulgar, Francisco",1.5810276679841897
"Berger, Bernardo","Naveillan, Gloria",1.5810276679841897
"Flores, Camila","González, Mauro",1.5810276679841897
"Beltrán, Juan Carlos","Olivera, Erika",1.5810276679841897
"Pino, Víctor Alejandro","Von Mühlenbrock, Gastón",1.5810276679841897
"Orsini, Maite","Rojas, Camila",1.5810276679841897
"Cifuentes, Ricardo","Olivera, Erika",1.5810276679841897
"Brito, Jorge","Santibáñez, Marisela",1.5810276679841897
"Cuello, Luis Alberto","Orsini, Maite",1.5810276679841897
"Concha, Sara","Pulgar, Francisco",1.5810276679841897
"Cornejo, Eduardo","Pulgar, Francisco",1.5810276679841897
"Mulet, Jaime","Orsini, Maite",1.5810276679841897
"Aedo, Eric","Giordano, Andrés",1.5823451910408433
"Guzmán, Jorge","Soto, Raúl",1.5823451910408433
"Pino, Víctor Alejandro","Rivas, Gaspar",1.5823451910408433
"Camaño, Felipe","Rojas, Camila",1.5823451910408433
"Bello, María Francisca","Orsini, Maite",1.5823451910408433
"Ahumada, Yovana","Alessandri, Jorge",1.5823451910408433
"Fuenzalida, Juan","Teao, Hotuiti",1.5823451910408433
"Durán, Jorge","Romero, Agustín",1.5823451910408433
"Alinco, René","Barrera, Boris",1.5823451910408433
"De Rementería, Tomás","Lagomarsino, Tomás",1.5836627140974968
"Malla, Luis","Saffirio, Jorge",1.5836627140974968
"Aedo, Eric","Serrano, Daniela",1.5836627140974968
"Celis, Andrés","Pérez, Marlene",1.5836627140974968
"Araya, Jaime","Molina, Helia",1.5836627140974968
"Calisto, Miguel Ángel","Sauerbaum, Frank",1.5836627140974968
"Cordero, María Luisa","Moreno, Benjamín",1.5836627140974968
"Ahumada, Yovana","Oyarzo, Rubén Darío",1.5836627140974968
"Delgado, Viviana","Oyarzo, Rubén Darío",1.5836627140974968
"Camaño, Felipe","Medina, Karen",1.5836627140974968
"Alessandri, Jorge","Arroyo, Roberto",1.5836627140974968
"Cariola, Karol","Mirosevic, Vlado",1.5836627140974968
"Hertz, Carmen","Rosas, Patricio",1.5836627140974968
"Ilabaca, Marcos","Jiles, Pamela",1.5836627140974968
"Gazmuri, Ana María","Undurraga, Alberto",1.5836627140974968
"Moreira, Cristhian","Urruticoechea, Cristóbal",1.5836627140974968
"Becker, Miguel Ángel","Camaño, Felipe",1.5849802371541502
"Bianchi, Carlos","Olivera, Erika",1.5849802371541502
"Melo, Daniel","Molina, Helia",1.5849802371541502
"Durán, Jorge","Meza, José Carlos",1.5849802371541502
"González, Félix","Mulet, Jaime",1.5849802371541502
"Jiles, Pamela","Palma, Hernán",1.5849802371541502
"Camaño, Felipe","Pérez, Joanna",1.5849802371541502
"Cid, Sofía","Jürgensen, Harry",1.5849802371541502
"Mellado, Cosme","Oyarzo, Rubén Darío",1.5849802371541502
"Arce, Mónica","Mix, Claudia",1.5849802371541502
"Aedo, Eric","Ñanco, Ericka",1.5849802371541502
"Jiles, Pamela","Placencia, Alejandra",1.5849802371541502
"Rathgeb, Jorge","Urruticoechea, Cristóbal",1.5849802371541502
"Olivera, Erika","Placencia, Alejandra",1.5849802371541502
"Lavín, Joaquín","Moreira, Cristhian",1.5862977602108037
"Mix, Claudia","Undurraga, Alberto",1.5862977602108037
"Lagomarsino, Tomás","Marzán, Carolina",1.5862977602108037
"Flores, Camila","Moreno, Benjamín",1.5862977602108037
"De Rementería, Tomás","Melo, Daniel",1.5862977602108037
"Calisto, Miguel Ángel","Rey, Hugo",1.5862977602108037
"Ahumada, Yovana","Bobadilla, Sergio",1.5862977602108037
"Cuello, Luis Alberto","Hertz, Carmen",1.5862977602108037
"Bernales, Alejandro","Bulnes, Mercedes",1.5862977602108037
"Saffirio, Jorge","Schneider, Emilia",1.5862977602108037
"Barría, Héctor","Winter, Gonzalo",1.5862977602108037
"Arroyo, Roberto","Bobadilla, Sergio",1.5876152832674573
"Coloma, Juan Antonio","Durán, Jorge",1.5876152832674573
"Aedo, Eric","Mirosevic, Vlado",1.5876152832674573
"Durán, Eduardo","Medina, Karen",1.5876152832674573
"Alinco, René","Hirsch, Tomás",1.5876152832674573
"Carter, Álvaro","Jürgensen, Harry",1.5876152832674573
"Jürgensen, Harry","Longton, Andrés",1.5876152832674573
"Mirosevic, Vlado","Musante, Camila",1.5876152832674573
"González, Félix","Saffirio, Jorge",1.5876152832674573
"Jiles, Pamela","Oyarzo, Rubén Darío",1.5876152832674573
"Flores, Camila","Kaiser, Johannes",1.5876152832674573
"Astudillo, Danisa","Mulet, Jaime",1.5876152832674573
"Calisto, Miguel Ángel","Lee, Enrique",1.5876152832674573
"Castro, José Miguel","Oyarzo, Rubén Darío",1.5889328063241106
"Jürgensen, Harry","Ossandón, Ximena",1.5889328063241106
"Barría, Héctor","Melo, Daniel",1.5889328063241106
"Mulet, Jaime","Yeomans, Gael",1.5889328063241106
"Lavín, Joaquín","Matheson, Christian",1.5889328063241106
"Ramírez, Matías","Soto, Raúl",1.5889328063241106
"Durán, Jorge","Weisse, Flor",1.5889328063241106
"Bravo, Marta","Morales, Carla",1.5889328063241106
"Lavín, Joaquín","Romero, Leonidas",1.5889328063241106
"Arce, Mónica","De Rementería, Tomás",1.5889328063241106
"Jouannet, Andrés","Videla, Sebastián",1.5889328063241106
"Arroyo, Roberto","Cid, Sofía",1.5889328063241106
"Durán, Jorge","Sánchez, Luis",1.5902503293807642
"Cifuentes, Ricardo","Musante, Camila",1.5902503293807642
"Orsini, Maite","Sagardia, Clara",1.5902503293807642
"Arce, Mónica","Molina, Helia",1.5902503293807642
"Bulnes, Mercedes","Hertz, Carmen",1.5902503293807642
"Pulgar, Francisco","Trisotti, Renzo",1.5902503293807642
"Gazmuri, Ana María","Mirosevic, Vlado",1.5902503293807642
"Bianchi, Carlos","Oyarzo, Rubén Darío",1.5902503293807642
"Molina, Helia","Saffirio, Jorge",1.5902503293807642
"Camaño, Felipe","Venegas, Nelson",1.5902503293807642
"Durán, Jorge","Ossandón, Ximena",1.5902503293807642
"Becker, Miguel Ángel","Pérez, Joanna",1.5902503293807642
"Arroyo, Roberto","Sánchez, Luis",1.5902503293807642
"Camaño, Felipe","Veloso, Consuelo",1.5902503293807642
"Durán, Eduardo","Oyarzo, Rubén Darío",1.5902503293807642
"Del Real, Catalina","González, Mauro",1.5915678524374177
"Astudillo, Danisa","Jiles, Pamela",1.5915678524374177
"Araya, Jaime","Saffirio, Jorge",1.5915678524374177
"Araya, Jaime","Hirsch, Tomás",1.5915678524374177
"Cifuentes, Ricardo","Marzán, Carolina",1.5915678524374177
"Ahumada, Yovana","Durán, Jorge",1.5915678524374177
"Fuenzalida, Juan","Raphael, Marcia",1.5915678524374177
"Hirsch, Tomás","Leiva, Raúl",1.5915678524374177
"Bórquez, Fernando","Flores, Camila",1.5915678524374177
"Bianchi, Carlos","Pérez, Joanna",1.5915678524374177
"Santibáñez, Marisela","Veloso, Consuelo",1.5915678524374177
"Castro, José Miguel","Durán, Jorge",1.5915678524374177
"Martínez, Cristóbal","Pulgar, Francisco",1.592885375494071
"Beltrán, Juan Carlos","Camaño, Felipe",1.592885375494071
"Berger, Bernardo","Pérez, Joanna",1.592885375494071
"Lagomarsino, Tomás","Mirosevic, Vlado",1.592885375494071
"Camaño, Felipe","Sauerbaum, Frank",1.592885375494071
"Arce, Mónica","Mirosevic, Vlado",1.592885375494071
"Alinco, René","Pizarro, Lorena",1.592885375494071
"Alinco, René","Bugueño, Félix",1.592885375494071
"Hertz, Carmen","Morales, Javiera",1.592885375494071
"Concha, Sara","Oyarzo, Rubén Darío",1.592885375494071
"Camaño, Felipe","Lagomarsino, Tomás",1.592885375494071
"Naveillan, Gloria","Pino, Víctor Alejandro",1.592885375494071
"Flores, Camila","Schubert, Stephan",1.592885375494071
"Orsini, Maite","Yeomans, Gael",1.592885375494071
"González, Mauro","Naveillan, Gloria",1.592885375494071
"Berger, Bernardo","Camaño, Felipe",1.592885375494071
"Saffirio, Jorge","Santana, Juan",1.592885375494071
"Molina, Helia","Pérez, Catalina",1.592885375494071
"Araya, Jaime","Mix, Claudia",1.5942028985507246
"Irarrázaval, Juan","Schalper, Diego",1.5942028985507246
"Teao, Hotuiti","Urruticoechea, Cristóbal",1.5942028985507246
"Mulet, Jaime","Nuyado, Emilia",1.5942028985507246
"Bravo, Marta","Celis, Andrés",1.5942028985507246
"Durán, Jorge","Mellado, Miguel",1.5942028985507246
"Arroyo, Roberto","Pulgar, Francisco",1.5942028985507246
"Donoso, Felipe","Durán, Jorge",1.5942028985507246
"Hertz, Carmen","Venegas, Nelson",1.5942028985507246
"Jouannet, Andrés","Pérez, Joanna",1.5942028985507246
"Camaño, Felipe","Nuyado, Emilia",1.5942028985507246
"Olivera, Erika","Riquelme, Marcela",1.5942028985507246
"González, Mauro","Rivas, Gaspar",1.5955204216073782
"Bernales, Alejandro","Hirsch, Tomás",1.5955204216073782
"Alinco, René","Fries, Lorena",1.5955204216073782
"Pulgar, Francisco","Weisse, Flor",1.5955204216073782
"Alinco, René","Sáez, Jaime",1.5955204216073782
"Bugueño, Félix","Saffirio, Jorge",1.5955204216073782
"Morales, Carla","Schalper, Diego",1.5955204216073782
"Bernales, Alejandro","Mix, Claudia",1.5955204216073782
"Cuello, Luis Alberto","Mulet, Jaime",1.5955204216073782
"Oyarzo, Rubén Darío","Teao, Hotuiti",1.5955204216073782
"Marzán, Carolina","Placencia, Alejandra",1.5955204216073782
"González, Mauro","Meza, José Carlos",1.5955204216073782
"Cariola, Karol","Orsini, Maite",1.5955204216073782
"Bernales, Alejandro","Pulgar, Francisco",1.5955204216073782
"Aedo, Eric","Brito, Jorge",1.5955204216073782
"De la Carrera, Gonzalo","Guzmán, Jorge",1.5955204216073782
"Cicardini, Daniella","Olivera, Erika",1.5955204216073782
"Bravo, Ana María","Pérez, Joanna",1.5955204216073782
"Bernales, Alejandro","Mulet, Jaime",1.5955204216073782
"Calisto, Miguel Ángel","Ossandón, Ximena",1.5955204216073782
"Carter, Álvaro","Urruticoechea, Cristóbal",1.5955204216073782
"Ahumada, Yovana","Coloma, Juan Antonio",1.5968379446640317
"Celis, Andrés","Romero, Agustín",1.5968379446640317
"Marzán, Carolina","Mix, Claudia",1.5968379446640317
"Saffirio, Jorge","Sagardia, Clara",1.5968379446640317
"Orsini, Maite","Santana, Juan",1.5968379446640317
"Morales, Javiera","Musante, Camila",1.5968379446640317
"Bianchi, Carlos","Mix, Claudia",1.5968379446640317
"Pulgar, Francisco","Sulantay, Marco Antonio",1.5968379446640317
"Castro, José Miguel","Ojeda, Mauricio",1.5968379446640317
"Alinco, René","Hertz, Carmen",1.5968379446640317
"Aedo, Eric","González, Marta",1.5968379446640317
"Aedo, Eric","Ibáñez, Diego",1.598155467720685
"Bianchi, Carlos","Soto, Leonardo",1.598155467720685
"Arroyo, Roberto","Concha, Sara",1.598155467720685
"Labbé, Cristian","Rey, Hugo",1.598155467720685
"Bulnes, Mercedes","Soto, Leonardo",1.598155467720685
"Leal, Henry","Saffirio, Jorge",1.598155467720685
"Cariola, Karol","Santibáñez, Marisela",1.598155467720685
"Cid, Sofía","Lavín, Joaquín",1.598155467720685
"Bulnes, Mercedes","Sepúlveda, Alexis",1.598155467720685
"Beltrán, Juan Carlos","Jürgensen, Harry",1.598155467720685
"Bórquez, Fernando","Medina, Karen",1.598155467720685
"De Rementería, Tomás","Undurraga, Alberto",1.598155467720685
"Ossandón, Ximena","Rivas, Gaspar",1.598155467720685
"González, Félix","Pérez, Joanna",1.598155467720685
"Mellado, Cosme","Rivas, Gaspar",1.598155467720685
"Gazmuri, Ana María","Saffirio, Jorge",1.598155467720685
"Naranjo, Jaime","Pulgar, Francisco",1.598155467720685
"Arroyo, Roberto","Oyarzo, Rubén Darío",1.598155467720685
"Mellado, Cosme","Olivera, Erika",1.598155467720685
"Lilayu, Daniel","Urruticoechea, Cristóbal",1.5994729907773386
"De Rementería, Tomás","Pizarro, Lorena",1.5994729907773386
"Flores, Camila","Lee, Enrique",1.5994729907773386
"Celis, Andrés","Moreira, Cristhian",1.5994729907773386
"Astudillo, Danisa","Cariola, Karol",1.5994729907773386
"Cicardini, Daniella","Hirsch, Tomás",1.5994729907773386
"Arce, Mónica","Soto, Raúl",1.5994729907773386
"Marzán, Carolina","Sáez, Jaime",1.5994729907773386
"Benavente, Gustavo","Del Real, Catalina",1.5994729907773386
"Naranjo, Jaime","Pérez, Joanna",1.6007905138339922
"Arroyo, Roberto","Guzmán, Jorge",1.6007905138339922
"Guzmán, Jorge","Oyarzo, Rubén Darío",1.6007905138339922
"Bernales, Alejandro","Pérez, Joanna",1.6007905138339922
"Malla, Luis","Olivera, Erika",1.6007905138339922
"Soto, Leonardo","Soto, Raúl",1.6007905138339922
"Moreno, Benjamín","Pino, Víctor Alejandro",1.6007905138339922
"Beltrán, Juan Carlos","Pérez, Joanna",1.6007905138339922
"Aedo, Eric","Schneider, Emilia",1.6021080368906455
"Naveillan, Gloria","Raphael, Marcia",1.6021080368906455
"Calisto, Miguel Ángel","Mellado, Miguel",1.6021080368906455
"Cicardini, Daniella","Pulgar, Francisco",1.6021080368906455
"Soto, Leonardo","Veloso, Consuelo",1.6021080368906455
"Ahumada, Yovana","Teao, Hotuiti",1.6021080368906455
"Bobadilla, Sergio","Urruticoechea, Cristóbal",1.6021080368906455
"Araya, Cristián","Morales, Carla",1.6021080368906455
"Aedo, Eric","Bello, María Francisca",1.6021080368906455
"Cordero, María Luisa","Marzán, Carolina",1.6021080368906455
"Coloma, Juan Antonio","Flores, Camila",1.6021080368906455
"Calisto, Miguel Ángel","Leal, Henry",1.6021080368906455
"Jiles, Pamela","Tapia, Cristián",1.6021080368906455
"Astudillo, Danisa","Rivas, Gaspar",1.6021080368906455
"Lavín, Joaquín","Teao, Hotuiti",1.6021080368906455
"Flores, Camila","Pino, Víctor Alejandro",1.6021080368906455
"Jürgensen, Harry","Romero, Natalia",1.6021080368906455
"Ahumada, Yovana","Benavente, Gustavo",1.6021080368906455
"Lee, Enrique","Mellado, Miguel",1.6021080368906455
"González, Marta","Mirosevic, Vlado",1.6021080368906455
"Naranjo, Jaime","Olivera, Erika",1.6021080368906455
"Cicardini, Daniella","Pérez, Joanna",1.6021080368906455
"Rivas, Gaspar","Soto, Raúl",1.603425559947299
"Aedo, Eric","Rojas, Camila",1.603425559947299
"Benavente, Gustavo","Durán, Jorge",1.603425559947299
"Alinco, René","Rosas, Patricio",1.603425559947299
"Araya, Jaime","Oyarzo, Rubén Darío",1.603425559947299
"Araya, Jaime","De Rementería, Tomás",1.603425559947299
"Jiles, Pamela","Mellado, Cosme",1.603425559947299
"Medina, Karen","Rathgeb, Jorge",1.6047430830039526
"Araya, Jaime","Gazmuri, Ana María",1.6047430830039526
"Pérez, Joanna","Sagardia, Clara",1.6047430830039526
"Barría, Héctor","Camaño, Felipe",1.6047430830039526
"Fries, Lorena","Marzán, Carolina",1.6047430830039526
"Marzán, Carolina","Ñanco, Ericka",1.6047430830039526
"Berger, Bernardo","Calisto, Miguel Ángel",1.6047430830039526
"Matheson, Christian","Pulgar, Francisco",1.6047430830039526
"Bello, María Francisca","Molina, Helia",1.6047430830039526
"Arce, Mónica","Soto, Leonardo",1.6047430830039526
"Durán, Jorge","Longton, Andrés",1.6047430830039526
"Barría, Héctor","Ibáñez, Diego",1.6047430830039526
"Camaño, Felipe","Malla, Luis",1.6047430830039526
"Astudillo, Danisa","Marzán, Carolina",1.6047430830039526
"Pino, Víctor Alejandro","Rathgeb, Jorge",1.6047430830039526
"Aedo, Eric","Placencia, Alejandra",1.6047430830039526
"Gazmuri, Ana María","Lagomarsino, Tomás",1.606060606060606
"Lagomarsino, Tomás","Musante, Camila",1.606060606060606
"Ahumada, Yovana","Saffirio, Jorge",1.606060606060606
"Hirsch, Tomás","Naranjo, Jaime",1.606060606060606
"Alinco, René","Giordano, Andrés",1.606060606060606
"Irarrázaval, Juan","Romero, Leonidas",1.606060606060606
"Guzmán, Jorge","Naveillan, Gloria",1.606060606060606
"Arroyo, Roberto","Undurraga, Francisco",1.606060606060606
"Arroyo, Roberto","Durán, Eduardo",1.606060606060606
"Oyarzo, Rubén Darío","Undurraga, Alberto",1.606060606060606
"Ahumada, Yovana","Pulgar, Francisco",1.606060606060606
"Aedo, Eric","Sáez, Jaime",1.606060606060606
"Urruticoechea, Cristóbal","Von Mühlenbrock, Gastón",1.606060606060606
"Aedo, Eric","González, Félix",1.606060606060606
"Arce, Mónica","Pulgar, Francisco",1.606060606060606
"Urruticoechea, Cristóbal","Weisse, Flor",1.606060606060606
"Durán, Eduardo","Pulgar, Francisco",1.6073781291172595
"Bianchi, Carlos","Hirsch, Tomás",1.6073781291172595
"Hertz, Carmen","Mirosevic, Vlado",1.6073781291172595
"Ahumada, Yovana","Labra, Paula",1.6073781291172595
"Orsini, Maite","Winter, Gonzalo",1.6073781291172595
"Alinco, René","Soto, Raúl",1.6073781291172595
"Alessandri, Jorge","Durán, Jorge",1.6073781291172595
"Barrera, Boris","Hertz, Carmen",1.6073781291172595
"Fries, Lorena","Hertz, Carmen",1.6073781291172595
"Mellado, Cosme","Mulet, Jaime",1.6073781291172595
"Durán, Jorge","Morales, Carla",1.6073781291172595
"Bugueño, Félix","Marzán, Carolina",1.6073781291172595
"Beltrán, Juan Carlos","Fuenzalida, Juan",1.6073781291172595
"González, Marta","Melo, Daniel",1.6073781291172595
"Gazmuri, Ana María","Soto, Leonardo",1.6073781291172595
"Gazmuri, Ana María","Mulet, Jaime",1.608695652173913
"Aedo, Eric","Lagomarsino, Tomás",1.608695652173913
"Durán, Jorge","Ramírez, Guillermo",1.608695652173913
"Durán, Jorge","Labra, Paula",1.608695652173913
"Aedo, Eric","Pulgar, Francisco",1.608695652173913
"Irarrázaval, Juan","Teao, Hotuiti",1.608695652173913
"Alinco, René","Ibáñez, Diego",1.608695652173913
"Ojeda, Mauricio","Undurraga, Francisco",1.608695652173913
"Irarrázaval, Juan","Undurraga, Francisco",1.608695652173913
"Ramírez, Matías","Undurraga, Alberto",1.6100131752305666
"Mellado, Cosme","Pérez, Joanna",1.6100131752305666
"Hertz, Carmen","Winter, Gonzalo",1.6100131752305666
"Calisto, Miguel Ángel","Morales, Carla",1.6100131752305666
"Carter, Álvaro","Durán, Jorge",1.6100131752305666
"Ojeda, Mauricio","Schalper, Diego",1.6100131752305666
"Bravo, Ana María","Olivera, Erika",1.6100131752305666
"Oyarzo, Rubén Darío","Saffirio, Jorge",1.6100131752305666
"Ojeda, Mauricio","Rathgeb, Jorge",1.6100131752305666
"Ibáñez, Diego","Marzán, Carolina",1.6100131752305666
"Alinco, René","Sagardia, Clara",1.6100131752305666
"Bugueño, Félix","Olivera, Erika",1.6100131752305666
"Del Real, Catalina","Ramírez, Guillermo",1.6100131752305666
"Lilayu, Daniel","Pulgar, Francisco",1.6100131752305666
"Bernales, Alejandro","González, Marta",1.6100131752305666
"Aedo, Eric","Pérez, Joanna",1.61133069828722
"Barría, Héctor","De Rementería, Tomás",1.61133069828722
"Mirosevic, Vlado","Veloso, Consuelo",1.61133069828722
"Alinco, René","Ñanco, Ericka",1.61133069828722
"Aedo, Eric","Bugueño, Félix",1.61133069828722
"Pino, Víctor Alejandro","Pérez, Marlene",1.61133069828722
"Lavín, Joaquín","Trisotti, Renzo",1.61133069828722
"Serrano, Daniela","Soto, Raúl",1.61133069828722
"Berger, Bernardo","Saffirio, Jorge",1.61133069828722
"Pérez, Joanna","Romero, Natalia",1.6126482213438735
"Acevedo, María Candelaria","Soto, Raúl",1.6126482213438735
"Fuenzalida, Juan","Rey, Hugo",1.6126482213438735
"Rathgeb, Jorge","Rivas, Gaspar",1.6126482213438735
"Calisto, Miguel Ángel","Raphael, Marcia",1.6126482213438735
"Arce, Mónica","Leiva, Raúl",1.6126482213438735
"Giordano, Andrés","Orsini, Maite",1.6126482213438735
"Becker, Miguel Ángel","Calisto, Miguel Ángel",1.6126482213438735
"Camaño, Felipe","Marzán, Carolina",1.6126482213438735
"Barchiesi, Chiara","Durán, Jorge",1.6126482213438735
"Ahumada, Yovana","Undurraga, Francisco",1.6126482213438735
"Arce, Mónica","Jiles, Pamela",1.6126482213438735
"Fries, Lorena","Undurraga, Alberto",1.6126482213438735
"Camaño, Felipe","Durán, Eduardo",1.6126482213438735
"De la Carrera, Gonzalo","Durán, Jorge",1.613965744400527
"Aedo, Eric","Barrera, Boris",1.613965744400527
"González, Mauro","Ojeda, Mauricio",1.613965744400527
"Concha, Sara","Ojeda, Mauricio",1.613965744400527
"Molina, Helia","Mulet, Jaime",1.613965744400527
"Acevedo, María Candelaria","Alinco, René",1.613965744400527
"Astudillo, Danisa","Mirosevic, Vlado",1.613965744400527
"Lagomarsino, Tomás","Mix, Claudia",1.613965744400527
"Martínez, Cristóbal","Urruticoechea, Cristóbal",1.613965744400527
"Olivera, Erika","Sagardia, Clara",1.613965744400527
"González, Félix","Pulgar, Francisco",1.613965744400527
"Palma, Hernán","Santibáñez, Marisela",1.613965744400527
"Durán, Jorge","Ojeda, Mauricio",1.613965744400527
"Irarrázaval, Juan","Rivas, Gaspar",1.613965744400527
"Fuenzalida, Juan","Romero, Leonidas",1.613965744400527
"Lee, Enrique","Rey, Hugo",1.6152832674571804
"Orsini, Maite","Tello, Carolina",1.6152832674571804
"Cid, Sofía","Naveillan, Gloria",1.6152832674571804
"Donoso, Felipe","Oyarzo, Rubén Darío",1.6152832674571804
"Ojeda, Mauricio","Rey, Hugo",1.6152832674571804
"Irarrázaval, Juan","Mellado, Miguel",1.6152832674571804
"Celis, Andrés","Sánchez, Luis",1.6152832674571804
"Araya, Jaime","Venegas, Nelson",1.6152832674571804
"Aedo, Eric","Calisto, Miguel Ángel",1.6152832674571804
"Hertz, Carmen","Molina, Helia",1.6152832674571804
"Morales, Javiera","Mulet, Jaime",1.6152832674571804
"Barría, Héctor","Manouchehri, Daniel",1.6152832674571804
"Araya, Cristián","Flores, Camila",1.6152832674571804
"Camaño, Felipe","Leal, Henry",1.616600790513834
"Durán, Eduardo","Ojeda, Mauricio",1.616600790513834
"Mulet, Jaime","Tapia, Cristián",1.616600790513834
"Camaño, Felipe","Molina, Helia",1.616600790513834
"Cifuentes, Ricardo","Saffirio, Jorge",1.616600790513834
"Morales, Carla","Pulgar, Francisco",1.616600790513834
"Alinco, René","Ilabaca, Marcos",1.616600790513834
"Cifuentes, Ricardo","Pérez, Joanna",1.616600790513834
"Ilabaca, Marcos","Saffirio, Jorge",1.616600790513834
"Alinco, René","Riquelme, Marcela",1.616600790513834
"Leiva, Raúl","Marzán, Carolina",1.616600790513834
"Molina, Helia","Venegas, Nelson",1.616600790513834
"Barría, Héctor","Brito, Jorge",1.6179183135704875
"Barría, Héctor","Tello, Carolina",1.6179183135704875
"Jürgensen, Harry","Undurraga, Francisco",1.6179183135704875
"Castro, José Miguel","Lee, Enrique",1.6179183135704875
"Flores, Camila","Guzmán, Jorge",1.6179183135704875
"Marzán, Carolina","Veloso, Consuelo",1.6179183135704875
"Longton, Andrés","Ojeda, Mauricio",1.6179183135704875
"Camaño, Felipe","Sagardia, Clara",1.6179183135704875
"Astudillo, Danisa","Bulnes, Mercedes",1.6179183135704875
"Araya, Jaime","Ramírez, Matías",1.6179183135704875
"Moreno, Benjamín","Rey, Hugo",1.6179183135704875
"Beltrán, Juan Carlos","Irarrázaval, Juan",1.6179183135704875
"Bernales, Alejandro","Calisto, Miguel Ángel",1.6179183135704875
"Araya, Jaime","Fries, Lorena",1.6179183135704875
"Morales, Carla","Romero, Agustín",1.6179183135704875
"Aedo, Eric","Oyarzo, Rubén Darío",1.6179183135704875
"Malla, Luis","Pérez, Joanna",1.6179183135704875
"Camaño, Felipe","Romero, Natalia",1.6179183135704875
"Marzán, Carolina","Tello, Carolina",1.6179183135704875
"Pulgar, Francisco","Sagardia, Clara",1.6179183135704875
"Olivera, Erika","Ulloa, Héctor",1.6179183135704875
"Alinco, René","Ramírez, Matías",1.6192358366271409
"Arroyo, Roberto","González, Mauro",1.6192358366271409
"Bugueño, Félix","Pulgar, Francisco",1.6192358366271409
"Hertz, Carmen","Yeomans, Gael",1.6192358366271409
"Naveillan, Gloria","Romero, Natalia",1.6192358366271409
"Alinco, René","Tello, Carolina",1.6192358366271409
"Saffirio, Jorge","Sauerbaum, Frank",1.6192358366271409
"Araya, Jaime","Olivera, Erika",1.6192358366271409
"Bianchi, Carlos","Jiles, Pamela",1.6192358366271409
"Trisotti, Renzo","Urruticoechea, Cristóbal",1.6192358366271409
"González, Marta","Soto, Raúl",1.6192358366271409
"Camaño, Felipe","Delgado, Viviana",1.6192358366271409
"Hirsch, Tomás","Pérez, Catalina",1.6192358366271409
"González, Marta","Leiva, Raúl",1.6192358366271409
"Aedo, Eric","Olivera, Erika",1.6205533596837944
"Cid, Sofía","Durán, Jorge",1.6205533596837944
"Aedo, Eric","Soto, Raúl",1.6205533596837944
"Sulantay, Marco Antonio","Urruticoechea, Cristóbal",1.6205533596837944
"Lagomarsino, Tomás","Soto, Leonardo",1.6205533596837944
"Durán, Jorge","Sauerbaum, Frank",1.6205533596837944
"Cordero, María Luisa","Pino, Víctor Alejandro",1.6205533596837944
"Becker, Miguel Ángel","Durán, Jorge",1.6205533596837944
"Moreno, Benjamín","Schalper, Diego",1.6205533596837944
