level_0,index,parliamentarian_1,parliamentarian_2,proportion_agreement,region_1,region_2,partido_1,partido_2,Diputado_1,Diputado_2,sector_1,sector_2,person_1,person_2,label,sentiment,weight,node_vector_1,node_vector_2,same_party,same_sector,same_region,weight_edge,community_1,community_2,same_comunity,y_binaria,normalized_agreement
38,1347,"Naveillan, Gloria","Schneider, Emilia",1.0579710144927537,Región de la Araucanía (11),Región Metropolitana de Santiago (47),Ind-PLR,CS,Gloria Naveillan Arriagada,Emilia Schneider Videla,derecha,izquierda,gloria naveillan,emilia schneider,negative,,0.5,"(0.3509194850921631, -0.5929604768753052, -0.0653953030705452, -0.12126999348402023, -0.03534872084856033, -0.10287972539663315, -0.07210421562194824, 0.9167008399963379, 0.6913811564445496, 0.554118275642395, -0.0745723620057106, 0.0649096891283989)","(-0.12497413903474808, -0.7421749234199524, 0.688690185546875, 0.16316275298595428, -0.27976399660110474, 0.20489300787448883, -0.01257383543998003, 0.038936905562877655, 0.37774309515953064, -0.08266038447618484, -0.4021376967430115, -0.019738422706723213)",0,0,0,-1.0,5.0,1.0,0,0,0.13745019920318732
39,1443,"Hertz, Carmen","Schubert, Stephan",1.064558629776021,Región Metropolitana de Santiago (47),Región de la Araucanía (11),PCCh,Ind-PLR,Carmen Hertz Cadiz,Stephan Schubert Rubio,izquierda,derecha,carmen hertz,stephan schubert,negative,,0.5,"(-0.4476974308490753, 0.8539400100708008, -0.11642324179410934, 0.15861710906028748, 0.21785719692707062, -0.3534746766090393, -0.07554683834314346, 0.029872344806790352, 0.060220491141080856, 0.16848766803741455, 0.3126264810562134, 0.12398318946361542)","(0.5203849077224731, 0.43367019295692444, 0.5052906274795532, 0.3025611340999603, 0.7085490226745605, -0.35969340801239014, -0.3471592366695404, -0.11530731618404388, 0.42318588495254517, 0.5087787508964539, 0.45105665922164917, -0.2575726807117462)",0,0,0,-1.0,0.0,3.0,0,0,0.14243027888446216
40,1449,"Giordano, Andres","Perez, Marlene",1.064558629776021,Región Metropolitana de Santiago (47),Región del Biobío (13),Ind-RD,Ind-UDI,Andres Giordano Salazar,Marlene Perez Cartes,izquierda,centro_derecha,andrés giordano,perez,positive,,3.0,"(-0.6557130217552185, 0.6899177432060242, -0.08609505742788315, -0.07238169759511948, -0.14065739512443542, -0.06194741278886795, -0.2486344277858734, -0.18720300495624542, 0.10872600972652435, 0.06190745532512665, -0.17432506382465363, -0.2566082179546356)","(-0.5833644866943359, -0.4500192403793335, 0.43049877882003784, 0.6503874659538269, -0.21617211401462555, -0.3383769392967224, -0.08526098728179932, -0.3483317792415619, 0.11243350803852081, -0.16788360476493835, -0.4517958164215088, -0.20169158279895782)",0,0,0,1.5,0.0,4.0,0,0,0.14243027888446216
41,1523,"De la Carrera, Gonzalo","Riquelme, Marcela",1.069828722002635,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),Ind-PLR,Ind-CS,Gonzalo de la Carrera Correa,Marcela Riquelme Aliaga,derecha,izquierda,gonzalo de la carrera,marcela riquelme,negative,,0.5,"(0.07192277908325195, -0.5688222646713257, 0.4021381139755249, -0.36664527654647827, 0.012412216514348984, 0.07546111196279526, -0.20475126802921295, -0.021665969863533974, -0.3264473080635071, -0.055981267243623734, -0.15535561740398407, -0.31171518564224243)","(-0.41041290760040283, -0.04924550652503967, 0.022472137585282326, -0.3464765250682831, 0.30019184947013855, 0.03754614293575287, 0.11124641448259354, 0.11195366829633713, 0.024112602695822716, 0.3178427517414093, -0.13010179996490479, -0.4382248818874359)",0,0,0,-1.0,4.0,1.0,0,0,0.1464143426294821
42,1547,"Castro, Jose Miguel","Tello, Carolina",1.0711462450592886,Región de Antofagasta (5),Región de Coquimbo (7),RN,PCCh,Jose Miguel Castro Bascunan,Carolina Tello Rojas,centro_derecha,izquierda,jose miguel castro,carolina tello,positive,,3.0,"(0.5827462077140808, -0.21745827794075012, -0.27274349331855774, 0.14734037220478058, 0.9427334070205688, 0.5755537748336792, 0.28362593054771423, -0.17538483440876007, 0.23720785975456238, 0.10118841379880905, 0.2312106490135193, -0.3811236023902893)","(-0.3081878125667572, 0.549185037612915, 0.1654253900051117, -0.10046015679836273, 0.9217999577522278, 0.7042593955993652, 0.6638128757476807, 0.1702796369791031, 0.45250529050827026, -0.5671365261077881, 0.4017675817012787, -0.19042269885540009)",0,0,0,1.5,3.0,4.0,0,0,0.14741035856573714
43,1728,"Kaiser, Johannes","Mirosevic, Vlado",1.0816864295125164,Región Metropolitana de Santiago (47),Región de Arica y Parinacota (3),PLR,PL,Johannes Kaiser Barents-Von Hohenhagen,Vlado Mirosevic Verdugo,derecha,centro_izquierda,johannes kaiser,vlado mirosevic,neutral,,2.0,"(0.09175875782966614, -0.7036693096160889, -0.12319058924913406, -0.13710972666740417, 0.11400880664587021, -0.5006994605064392, -0.06157030537724495, -0.014230264350771904, 0.6679415702819824, -0.6311754584312439, -0.45538759231567383, 0.09736055135726929)","(-0.25746551156044006, -0.4267946183681488, -0.03146525099873543, -0.09820473939180374, -0.22027204930782318, 0.09114105254411697, 0.07648873329162598, 0.4424510598182678, 0.11729744076728821, 0.11573886126279831, 0.14391569793224335, 0.0741022378206253)",0,0,0,0.5,5.0,1.0,0,0,0.1553784860557769
44,1740,"Cid, Sofia","Manouchehri, Daniel",1.0816864295125164,Región de Atacama (5),Región de Coquimbo (7),RN,PS,Sofia Cid Versalovic,Daniel Manouchehri Moghadam Kashan Lobos,centro_derecha,centro_izquierda,sofia cid,daniel manouchehri,neutral,,2.0,"(-0.35152578353881836, -0.14007720351219177, 0.5699139833450317, -1.117783546447754, -0.657026469707489, 1.1508378982543945, -0.4316908121109009, -0.214987650513649, -0.4270339608192444, -0.14644525945186615, 0.31851765513420105, -0.07469160854816437)","(-0.42558568716049194, -0.12368136644363403, 0.4409332275390625, -1.060835599899292, -0.46651700139045715, 1.0375126600265503, -0.3805502653121948, -0.11937267333269119, -0.4416540861129761, -0.2490336000919342, 0.0034676999785006046, -0.05087509751319885)",0,0,0,0.5,8.0,8.0,1,0,0.1553784860557769
45,1757,"Araya, Cristian","Manouchehri, Daniel",1.08300395256917,Región Metropolitana de Santiago (47),Región de Coquimbo (7),PLR,PS,Cristian Araya Lerdo de Tejada,Daniel Manouchehri Moghadam Kashan Lobos,derecha,centro_izquierda,cristian araya,daniel manouchehri,neutral,,2.0,"(-0.634229302406311, -0.06616729497909546, -0.2139013558626175, -1.019364595413208, -0.28329381346702576, 0.7565596103668213, -0.47694119811058044, -0.5836418271064758, -0.45699357986450195, -0.057834211736917496, 0.24136075377464294, 0.08681728690862656)","(-0.42558568716049194, -0.12368136644363403, 0.4409332275390625, -1.060835599899292, -0.46651700139045715, 1.0375126600265503, -0.3805502653121948, -0.11937267333269119, -0.4416540861129761, -0.2490336000919342, 0.0034676999785006046, -0.05087509751319885)",0,0,0,0.5,8.0,8.0,1,0,0.1563745019920319
46,1798,"Coloma, Juan Antonio","Mirosevic, Vlado",1.085638998682477,Región Metropolitana de Santiago (47),Región de Arica y Parinacota (3),UDI,PL,Juan Antonio Coloma Alamos,Vlado Mirosevic Verdugo,centro_derecha,centro_izquierda,juan antonio coloma,vlado mirosevic,neutral,,2.0,"(0.7598010301589966, -0.26275914907455444, -0.5484992861747742, 0.3825380206108093, 0.2592611312866211, 0.4757913053035736, -0.06529448181390762, 0.3052028715610504, -0.24308116734027863, -0.07461274415254593, 0.14286157488822937, -0.19784227013587952)","(-0.25746551156044006, -0.4267946183681488, -0.03146525099873543, -0.09820473939180374, -0.22027204930782318, 0.09114105254411697, 0.07648873329162598, 0.4424510598182678, 0.11729744076728821, 0.11573886126279831, 0.14391569793224335, 0.0741022378206253)",0,0,0,0.5,6.0,1.0,0,0,0.15836653386454197
47,1799,"Coloma, Juan Antonio","Mirosevic, Vlado",1.085638998682477,Región Metropolitana de Santiago (47),Región de Arica y Parinacota (3),UDI,PL,Juan Antonio Coloma Alamos,Vlado Mirosevic Verdugo,centro_derecha,centro_izquierda,juan antonio coloma,vlado mirosevic,positive,,3.0,"(0.7598010301589966, -0.26275914907455444, -0.5484992861747742, 0.3825380206108093, 0.2592611312866211, 0.4757913053035736, -0.06529448181390762, 0.3052028715610504, -0.24308116734027863, -0.07461274415254593, 0.14286157488822937, -0.19784227013587952)","(-0.25746551156044006, -0.4267946183681488, -0.03146525099873543, -0.09820473939180374, -0.22027204930782318, 0.09114105254411697, 0.07648873329162598, 0.4424510598182678, 0.11729744076728821, 0.11573886126279831, 0.14391569793224335, 0.0741022378206253)",0,0,0,1.5,6.0,1.0,0,0,0.15836653386454197
48,1845,"Mellado, Miguel","Yeomans, Gael",1.088274044795784,Región de la Araucanía (11),Región Metropolitana de Santiago (47),RN,CS,Miguel Mellado Suazo,Gael Yeomans Araya,centro_derecha,izquierda,miguel mellado,gael yeomans,negative,,0.5,"(0.5149169564247131, -0.565479040145874, 0.319757342338562, 0.31109920144081116, 0.7973689436912537, -0.13707542419433594, -0.289449542760849, 0.18408244848251343, 0.32601630687713623, 0.45294612646102905, 0.2824724614620209, -0.11920913308858871)","(-0.37476232647895813, -0.3489024341106415, 0.3404775559902191, 0.38837772607803345, 0.29868462681770325, 0.10271790623664856, -0.10603956878185272, -0.050362728536129, -0.16038575768470764, 0.2788885533809662, -0.09136515110731125, 0.303766131401062)",0,0,0,-1.0,3.0,1.0,0,0,0.16035856573705187
49,1903,"Meza, Jose Carlos","Musante, Camila",1.0909090909090908,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PLR,Ind-PPD,Jose Carlos Meza Pereira,Camila Musante Muller,derecha,centro_izquierda,jose meza,camila musante,positive,,3.0,"(-0.17355649173259735, 0.5320616364479065, 0.5545992255210876, -0.5857445597648621, 0.3285762667655945, 0.7271021008491516, 0.6258922815322876, 0.5592563152313232, 0.5140314102172852, -0.37967318296432495, 0.21588590741157532, -0.03500974550843239)","(-0.6857814192771912, 0.21968106925487518, 0.24489349126815796, -0.32972532510757446, 0.4325248599052429, 0.39534664154052734, 0.6903130412101746, 0.5533280968666077, 0.38209882378578186, -0.13262233138084412, -0.15327133238315582, -0.06786856055259705)",0,0,1,1.5,4.0,1.0,0,0,0.16235059760956175
50,1919,"Schneider, Emilia","Teao, Hotuiti",1.0922266139657444,Región Metropolitana de Santiago (47),Región de Valparaíso (16),CS,Ind-Evópoli,Emilia Schneider Videla,Hotuiti Teao Drago,izquierda,centro_derecha,emilia schneider,hotuiti teao,negative,,0.5,"(-0.12497413903474808, -0.7421749234199524, 0.688690185546875, 0.16316275298595428, -0.27976399660110474, 0.20489300787448883, -0.01257383543998003, 0.038936905562877655, 0.37774309515953064, -0.08266038447618484, -0.4021376967430115, -0.019738422706723213)","(0.512822151184082, 0.009667656384408474, 1.1421576738357544, -0.2229948490858078, -0.43694040179252625, 0.30875179171562195, -0.31244826316833496, -0.19518259167671204, 0.4648764729499817, -0.0800049677491188, -0.25441208481788635, 0.08448519557714462)",0,0,0,-1.0,1.0,7.0,0,0,0.16334661354581678
51,1930,"Arroyo, Roberto","Cariola, Karol",1.0922266139657444,Región del Biobío (13),Región Metropolitana de Santiago (47),PSC,PCCh,Roberto Arroyo Munoz,Karol Cariola Oliva,derecha,izquierda,roberto arroyo,karol cariola,positive,,3.0,"(0.3453408181667328, 0.3130670487880707, 0.5472157001495361, -0.6758420467376709, -0.5688937902450562, 0.570095419883728, -0.16140422224998474, 0.33255383372306824, 0.2361176759004593, -0.14032743871212006, 0.039871834218502045, 0.03192513808608055)","(-0.2627030611038208, 0.013633803464472294, -0.5015953779220581, -0.35528114438056946, -0.06337299197912216, -0.09727116674184799, -0.2532879710197449, -0.3320744037628174, -0.1651214063167572, -0.3984580934047699, 0.18195651471614838, -0.14150302112102509)",0,0,0,1.5,1.0,0.0,0,0,0.16334661354581678
52,1932,"Barrera, Boris","Sauerbaum, Frank",1.0922266139657444,Región Metropolitana de Santiago (47),Región de Ńuble (5),PCCh,RN,Boris Barrera Moreno,Frank Sauerbaum Munoz,izquierda,centro_derecha,boris barrera,frank sauerbaum,neutral,,2.0,"(-0.36016225814819336, -0.770313560962677, 0.6618358492851257, 0.6424314379692078, -0.031686484813690186, 0.23307883739471436, -0.16970829665660858, 0.07655411213636398, 0.1556519716978073, 0.09132478386163712, -0.02301299199461937, 0.48244404792785645)","(0.23506870865821838, -0.6223311424255371, 0.766700029373169, 0.4955075979232788, 0.38376885652542114, 0.16091376543045044, -0.5324954390525818, -0.04798886179924011, 0.00546069024130702, 0.17133714258670807, -0.100320965051651, 0.5806187987327576)",0,0,0,0.5,1.0,1.0,1,0,0.16334661354581678
53,1963,"Acevedo, Maria Candelaria","Borquez, Fernando",1.093544137022398,Región del Biobío (13),Región de Los Lagos (9),PCCh,Ind-UDI,Maria Candelaria Acevedo Saez,Fernando Borquez Montecinos,izquierda,centro_derecha,candelaria acevedo,fernando bórquez,positive,,3.0,"(-0.1772923320531845, 0.8124851584434509, -0.391501784324646, 0.02649626135826111, -0.27370935678482056, -0.0935874655842781, 0.07151135057210922, -0.4815962612628937, 0.11742003262042999, 0.0648474171757698, -0.2737222909927368, -0.219064861536026)","(0.7970206141471863, 0.5437690615653992, -0.6480931639671326, 0.43581536412239075, -0.4515974223613739, 0.15791526436805725, 0.45821601152420044, -0.28415483236312866, -0.03095497377216816, -0.18561036884784698, -0.20844699442386627, 0.1993829309940338)",0,0,0,1.5,0.0,6.0,0,0,0.16434262948207182
54,1964,"Acevedo, Maria Candelaria","Borquez, Fernando",1.093544137022398,Región del Biobío (13),Región de Los Lagos (9),PCCh,Ind-UDI,Maria Candelaria Acevedo Saez,Fernando Borquez Montecinos,izquierda,centro_derecha,candelaria acevedo,fernando bórquez,neutral,,2.0,"(-0.1772923320531845, 0.8124851584434509, -0.391501784324646, 0.02649626135826111, -0.27370935678482056, -0.0935874655842781, 0.07151135057210922, -0.4815962612628937, 0.11742003262042999, 0.0648474171757698, -0.2737222909927368, -0.219064861536026)","(0.7970206141471863, 0.5437690615653992, -0.6480931639671326, 0.43581536412239075, -0.4515974223613739, 0.15791526436805725, 0.45821601152420044, -0.28415483236312866, -0.03095497377216816, -0.18561036884784698, -0.20844699442386627, 0.1993829309940338)",0,0,0,0.5,0.0,6.0,0,0,0.16434262948207182
